exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Lever Alternating Single Leg Split V-Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,[],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Lever Standing Leg Curl,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusSartoriusGracilis', 'SartoriusGracilis', 'Gracilis']","['Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Self-assisted Squat,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Smith Rear Lunge,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Cable Upright Row (with rope attachment),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,"['Deltoid, Lateral']","['Deltoid, AnteriorSupraspinatusBrachialisBrachioradialisBiceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'SupraspinatusBrachialisBrachioradialisBiceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'BrachialisBrachioradialisBiceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'BrachioradialisBiceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'Biceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'Trapezius, LowerSerratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'Serratus Anterior, Inferior DigitationsInfraspinatusTeres Minor', 'InfraspinatusTeres Minor', 'Teres Minor']","['Trapezius, UpperLevator Scapulae', 'Levator Scapulae']"
Barbell 45° Hyperextension,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Hamstrings'],"['Erector SpinaeGluteus MaximusAdductor Magnus', 'Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'Teres MajorDeltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'Deltoid, PosteriorTriceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'Triceps, Long HeadBrachialisBrachioradialisBiceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'BrachialisBrachioradialisBiceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'BrachioradialisBiceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'Biceps BrachiiTrapezius, LowerPectoralis MinorRhomboids', 'Trapezius, LowerPectoralis MinorRhomboids', 'Pectoralis MinorRhomboids', 'Rhomboids']"
Single Leg Reclining Squat (bar),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleusLatissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, Sternal', 'Adductor MagnusSoleusLatissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, Sternal', 'SoleusLatissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, Sternal', 'Latissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, Sternal', 'Teres MajorDeltoid, PosteriorPectoralis Major, Sternal', 'Deltoid, PosteriorPectoralis Major, Sternal', 'Pectoralis Major, Sternal']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus AbdominisErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Gluteus MinimusQuadratus LumborumObliquesRectus AbdominisErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Quadratus LumborumObliquesRectus AbdominisErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'ObliquesRectus AbdominisErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Rectus AbdominisErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Erector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, LowerRhomboids', 'Rhomboids']"
Hyperextension (hands behind hips),Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Erector Spinae'],"['Gluteus MaximusHamstringsAdductor Magnus', 'HamstringsAdductor Magnus', 'Adductor Magnus']",['']
"Back Extension (on stability ball, arms crossed)",AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Erector Spinae'],['None'],['Splenius']
Incline Sit-up (arms crossed),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Rectus Abdominis'],"['IliopsoasTensor Fasciae LataeRectus FemorisSartoriusObliques', 'Tensor Fasciae LataeRectus FemorisSartoriusObliques', 'Rectus FemorisSartoriusObliques', 'SartoriusObliques', 'Obliques']",['Tibialis Anterior']
Cable Bar Front Raise,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Deltoid, Anterior']","['Pectoralis Major, ClavicularDeltoid, LateralTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Deltoid, LateralTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, LowerSerratus Anterior, Inferior Digitations', 'Serratus Anterior, Inferior Digitations']","['Trapezius, UpperLevator ScapulaeWrist Extensors', 'Levator ScapulaeWrist Extensors', 'Wrist Extensors']"
Sled Shoulder Press,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,"['Deltoid, Anterior']","['Deltoid, LateralSupraspinatusPectoralis Major, ClavicularTriceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'SupraspinatusPectoralis Major, ClavicularTriceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Pectoralis Major, ClavicularTriceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Triceps BrachiiTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, LowerSerratus Anterior, Inferior Digitations', 'Serratus Anterior, Inferior Digitations']","['Trapezius, UpperLevator Scapulae', 'Levator Scapulae']"
